order_item_id,order_id,product_id,quantity,unit_price,total_price
113,51,14,5,1101.08,5505.4
114,51,90,3,2387.46,7162.38
115,52,60,1,1660.39,1660.39
116,53,69,5,419.03,2095.15
117,54,26,4,3936.62,15746.48
118,54,33,3,372.01,1116.03
119,55,91,5,641.99,3209.95
120,55,1,5,1903.97,9519.85
121,55,33,5,372.01,1860.05
122,55,34,5,4746.98,23734.9
123,55,52,2,3886.91,7773.82
124,56,25,3,2307.55,6922.65
125,57,82,5,3135.33,15676.65
126,57,17,2,1556.0,3112.0
127,58,61,5,1973.95,9869.75
128,58,64,2,1815.93,3631.86
129,59,8,5,4337.57,21687.85
130,60,71,3,3872.61,11617.83
131,60,70,4,4935.09,19740.36
132,61,94,4,2828.32,11313.28
133,62,3,1,3673.37,3673.37
134,62,2,1,4756.04,4756.04
135,62,17,1,1556.0,1556.0
136,63,47,2,1592.97,3185.94
137,64,22,4,740.49,2961.96
138,65,28,5,2595.46,12977.3
139,66,25,5,2307.55,11537.75
140,67,49,4,2756.22,11024.88
141,67,24,3,1863.49,5590.47
142,68,49,4,2756.22,11024.88
143,68,19,4,2188.13,8752.52
144,69,32,4,894.09,3576.36
145,69,51,4,4849.44,19397.76
146,70,45,2,1330.96,2661.92
147,70,33,5,372.01,1860.05
148,70,39,2,3436.95,6873.9
149,71,15,4,950.03,3800.12
150,72,49,5,2756.22,13781.1
151,73,70,1,4935.09,4935.09
152,73,55,2,3009.6,6019.2
153,73,44,4,4551.14,18204.56
154,74,49,2,2756.22,5512.44
155,75,8,3,4337.57,13012.71
156,75,49,1,2756.22,2756.22
157,75,96,5,2494.29,12471.45
158,75,31,4,3057.35,12229.4
159,76,75,3,3548.94,10646.82
160,77,44,1,4551.14,4551.14
161,77,24,5,1863.49,9317.45
162,78,67,3,747.57,2242.71
163,79,49,3,2756.22,8268.66
164,80,8,4,4337.57,17350.28
165,81,34,2,4746.98,9493.96
166,82,4,5,3013.36,15066.8
167,83,32,3,894.09,2682.27
168,84,24,2,1863.49,3726.98
169,84,95,2,3866.29,7732.58
170,84,71,4,3872.61,15490.44
171,84,58,1,1020.12,1020.12
172,85,68,3,4020.88,12062.64
173,86,80,1,623.55,623.55
174,87,36,5,4051.57,20257.85
175,88,59,4,273.88,1095.52
176,89,95,4,3866.29,15465.16
177,89,19,4,2188.13,8752.52
178,89,84,5,364.61,1823.05
179,89,3,2,3673.37,7346.74
180,90,21,5,3078.67,15393.35
181,90,4,4,3013.36,12053.44
182,90,3,4,3673.37,14693.48
183,91,3,2,3673.37,7346.74
184,91,14,3,1101.08,3303.24
185,92,35,5,4829.88,24149.4
186,93,16,4,957.85,3831.4
187,93,19,4,2188.13,8752.52
188,94,73,4,77.33,309.32
189,95,45,1,1330.96,1330.96
190,96,67,4,747.57,2990.28
191,96,75,3,3548.94,10646.82
192,96,57,1,488.04,488.04
193,96,38,2,533.48,1066.96
194,96,53,1,4700.52,4700.52
195,97,51,3,4849.44,14548.32
196,97,61,5,1973.95,9869.75
197,98,45,5,1330.96,6654.8
198,98,82,1,3135.33,3135.33
199,99,31,5,3057.35,15286.75
200,100,56,1,4613.28,4613.28
201,100,5,5,822.29,4111.45
202,101,12,4,4851.05,19404.2
203,101,11,5,151.89,759.45
204,102,99,1,175.82,175.82
205,102,70,5,4935.09,24675.45
206,102,87,2,3661.55,7323.1
207,102,12,1,4851.05,4851.05
208,103,35,2,4829.88,9659.76
209,104,8,5,4337.57,21687.85
210,105,100,5,584.06,2920.3
211,106,46,4,3329.49,13317.96
212,106,40,5,2228.75,11143.75
213,107,35,1,4829.88,4829.88
214,108,28,2,2595.46,5190.92
215,109,33,5,372.01,1860.05
216,110,81,3,4322.36,12967.08
217,111,53,1,4700.52,4700.52
218,112,62,3,1393.18,4179.54
219,112,22,2,740.49,1480.98
220,113,9,1,3025.52,3025.52
221,114,19,4,2188.13,8752.52
222,115,44,1,4551.14,4551.14
223,115,38,5,533.48,2667.4
224,116,44,2,4551.14,9102.28
225,116,39,1,3436.95,3436.95
226,116,16,1,957.85,957.85
227,116,8,3,4337.57,13012.71
228,116,89,4,4441.7,17766.8
229,117,80,2,623.55,1247.1
230,118,10,3,3554.96,10664.88
231,119,12,1,4851.05,4851.05
232,120,52,2,3886.91,7773.82
233,121,75,5,3548.94,17744.7
234,121,16,2,957.85,1915.7
235,121,40,4,2228.75,8915.0
236,122,75,5,3548.94,17744.7
237,122,39,4,3436.95,13747.8
238,123,42,3,2501.13,7503.39
239,123,59,1,273.88,273.88
240,123,29,3,2982.45,8947.35
241,123,32,4,894.09,3576.36
242,124,18,1,2647.54,2647.54
243,124,4,4,3013.36,12053.44
244,125,22,2,740.49,1480.98
245,126,35,1,4829.88,4829.88
246,126,85,3,1589.36,4768.08
247,126,79,5,1824.41,9122.05
248,126,30,5,279.93,1399.65
249,127,44,2,4551.14,9102.28
250,127,62,5,1393.18,6965.9
251,128,61,2,1973.95,3947.9
252,128,68,3,4020.88,12062.64
253,129,22,4,740.49,2961.96
254,129,71,1,3872.61,3872.61
255,130,38,5,533.48,2667.4
256,130,85,2,1589.36,3178.72
257,130,1,2,1903.97,3807.94
258,131,71,2,3872.61,7745.22
259,132,72,5,1033.64,5168.2
260,132,20,4,1491.58,5966.32
261,132,52,5,3886.91,19434.55
262,133,78,1,416.52,416.52
263,134,95,5,3866.29,19331.45
264,134,77,3,3867.79,11603.37
265,134,25,2,2307.55,4615.1
266,135,42,4,2501.13,10004.52
267,136,51,3,4849.44,14548.32
268,137,67,4,747.57,2990.28
269,137,89,3,4441.7,13325.1
270,137,39,2,3436.95,6873.9
271,138,75,5,3548.94,17744.7
272,138,78,3,416.52,1249.56
273,139,45,5,1330.96,6654.8
274,140,44,3,4551.14,13653.42
275,140,25,1,2307.55,2307.55
276,141,94,1,2828.32,2828.32
277,142,5,5,822.29,4111.45
278,142,48,3,2624.34,7873.02
279,142,28,4,2595.46,10381.84
280,143,64,5,1815.93,9079.65
281,144,40,3,2228.75,6686.25
282,144,39,3,3436.95,10310.85
283,144,32,3,894.09,2682.27
284,144,17,4,1556.0,6224.0
285,144,57,3,488.04,1464.12
286,145,82,3,3135.33,9405.99
287,146,91,4,641.99,2567.96
288,147,51,3,4849.44,14548.32
289,147,69,1,419.03,419.03
290,147,88,2,3205.91,6411.82
291,147,90,1,2387.46,2387.46
292,147,19,5,2188.13,10940.65
293,148,63,1,4152.25,4152.25
294,149,12,4,4851.05,19404.2
295,149,74,5,4086.53,20432.65
296,150,38,4,533.48,2133.92
297,150,73,4,77.33,309.32
298,150,49,5,2756.22,13781.1
299,150,63,1,4152.25,4152.25
300,151,79,1,1824.41,1824.41
301,151,31,5,3057.35,15286.75
302,151,38,1,533.48,533.48
303,152,14,4,1101.08,4404.32
304,152,97,1,2637.53,2637.53
305,152,51,3,4849.44,14548.32
306,152,54,4,4479.4,17917.6
307,153,99,3,175.82,527.46
308,153,76,4,3658.59,14634.36
309,153,86,2,1659.66,3319.32
310,154,24,1,1863.49,1863.49
311,154,43,1,220.22,220.22
312,154,39,4,3436.95,13747.8
313,155,69,2,419.03,838.06
314,156,62,2,1393.18,2786.36
315,157,9,3,3025.52,9076.56
316,157,46,3,3329.49,9988.47
317,158,2,5,4756.04,23780.2
318,159,6,2,822.17,1644.34
319,159,98,2,2166.33,4332.66
320,160,98,3,2166.33,6498.99
321,160,60,1,1660.39,1660.39
322,160,62,3,1393.18,4179.54
323,160,44,4,4551.14,18204.56
324,160,7,5,337.51,1687.55
325,161,56,2,4613.28,9226.56
326,162,61,4,1973.95,7895.8
327,162,81,1,4322.36,4322.36
328,162,20,3,1491.58,4474.74
329,162,34,5,4746.98,23734.9
330,162,35,5,4829.88,24149.4
331,163,49,5,2756.22,13781.1
332,164,20,5,1491.58,7457.9
333,165,68,5,4020.88,20104.4
334,165,45,5,1330.96,6654.8
335,166,22,5,740.49,3702.45
336,167,42,1,2501.13,2501.13
337,168,16,5,957.85,4789.25
338,169,24,5,1863.49,9317.45
339,169,52,3,3886.91,11660.73
340,169,93,2,3815.89,7631.78
341,170,95,1,3866.29,3866.29
342,170,4,5,3013.36,15066.8
343,170,73,5,77.33,386.65
344,171,29,5,2982.45,14912.25
345,172,91,1,641.99,641.99
346,172,74,4,4086.53,16346.12
347,172,47,1,1592.97,1592.97
348,172,65,3,1440.63,4321.89
349,173,13,4,4170.59,16682.36
350,174,73,5,77.33,386.65
351,175,46,3,3329.49,9988.47
352,176,51,1,4849.44,4849.44
353,176,55,2,3009.6,6019.2
354,177,58,4,1020.12,4080.48
355,178,23,3,1496.12,4488.36
356,178,6,1,822.17,822.17
357,179,73,3,77.33,231.99
358,180,80,5,623.55,3117.75
359,181,2,2,4756.04,9512.08
360,181,90,4,2387.46,9549.84
361,181,21,1,3078.67,3078.67
362,182,13,2,4170.59,8341.18
363,182,59,2,273.88,547.76
364,182,32,3,894.09,2682.27
365,182,69,3,419.03,1257.09
366,183,94,1,2828.32,2828.32
367,184,90,4,2387.46,9549.84
368,185,58,5,1020.12,5100.6
369,185,86,3,1659.66,4978.98
370,185,44,3,4551.14,13653.42
371,186,83,4,1687.95,6751.8
372,187,27,3,1038.39,3115.17
373,188,49,3,2756.22,8268.66
374,188,39,5,3436.95,17184.75
375,188,85,2,1589.36,3178.72
376,189,24,5,1863.49,9317.45
377,189,90,5,2387.46,11937.3
378,189,3,4,3673.37,14693.48
379,189,16,1,957.85,957.85
380,190,91,5,641.99,3209.95
381,190,83,1,1687.95,1687.95
382,191,90,1,2387.46,2387.46
383,192,66,4,2736.35,10945.4
384,192,14,3,1101.08,3303.24
385,192,32,1,894.09,894.09
386,192,43,2,220.22,440.44
387,193,10,4,3554.96,14219.84
388,194,76,5,3658.59,18292.95
389,195,77,1,3867.79,3867.79
390,195,73,1,77.33,77.33
391,196,72,5,1033.64,5168.2
392,196,12,1,4851.05,4851.05
393,197,48,4,2624.34,10497.36
394,198,16,5,957.85,4789.25
395,199,58,2,1020.12,2040.24
396,199,37,5,1557.84,7789.2
397,199,71,5,3872.61,19363.05
398,200,67,4,747.57,2990.28
399,201,69,4,419.03,1676.12
400,202,5,5,822.29,4111.45
401,202,46,1,3329.49,3329.49
402,202,66,3,2736.35,8209.05
403,202,51,1,4849.44,4849.44
404,203,21,3,3078.67,9236.01
405,204,53,1,4700.52,4700.52
406,204,33,1,372.01,372.01
407,205,15,1,950.03,950.03
408,206,10,2,3554.96,7109.92
409,206,86,5,1659.66,8298.3
410,207,68,5,4020.88,20104.4
411,208,58,4,1020.12,4080.48
412,209,49,5,2756.22,13781.1
413,210,24,2,1863.49,3726.98
414,211,73,1,77.33,77.33
415,212,79,3,1824.41,5473.23
416,213,54,5,4479.4,22397.0
417,213,83,3,1687.95,5063.85
418,214,22,5,740.49,3702.45
419,215,92,2,3580.56,7161.12
420,215,52,4,3886.91,15547.64
421,215,28,3,2595.46,7786.38
422,216,100,3,584.06,1752.18
423,216,6,3,822.17,2466.51
424,217,89,5,4441.7,22208.5
425,217,82,5,3135.33,15676.65
426,217,2,2,4756.04,9512.08
427,217,45,1,1330.96,1330.96
428,217,49,2,2756.22,5512.44
429,218,65,5,1440.63,7203.15
430,218,60,1,1660.39,1660.39
431,219,7,2,337.51,675.02
432,220,42,2,2501.13,5002.26
433,220,65,1,1440.63,1440.63
434,220,11,3,151.89,455.67
435,220,68,2,4020.88,8041.76
436,220,26,4,3936.62,15746.48
437,221,79,4,1824.41,7297.64
438,221,22,5,740.49,3702.45
439,222,26,5,3936.62,19683.1
440,222,68,5,4020.88,20104.4
441,223,43,5,220.22,1101.1
442,223,70,3,4935.09,14805.27
443,223,82,4,3135.33,12541.32
444,223,1,3,1903.97,5711.91
445,223,66,2,2736.35,5472.7
446,224,15,1,950.03,950.03
447,225,95,1,3866.29,3866.29
448,226,29,2,2982.45,5964.9
449,226,94,4,2828.32,11313.28
450,227,43,2,220.22,440.44
451,227,22,4,740.49,2961.96
452,228,16,3,957.85,2873.55
453,228,82,4,3135.33,12541.32
454,229,27,2,1038.39,2076.78
455,230,94,1,2828.32,2828.32
456,230,84,3,364.61,1093.83
457,230,55,1,3009.6,3009.6
458,231,72,1,1033.64,1033.64
459,232,35,2,4829.88,9659.76
460,232,16,3,957.85,2873.55
461,233,71,5,3872.61,19363.05
462,234,87,3,3661.55,10984.65
463,234,52,1,3886.91,3886.91
464,234,67,1,747.57,747.57
465,234,61,2,1973.95,3947.9
466,235,49,2,2756.22,5512.44
467,236,53,3,4700.52,14101.56
468,237,20,3,1491.58,4474.74
469,237,35,5,4829.88,24149.4
470,238,20,2,1491.58,2983.16
471,239,39,3,3436.95,10310.85
472,240,67,1,747.57,747.57
473,240,52,2,3886.91,7773.82
474,240,100,4,584.06,2336.24
475,240,56,1,4613.28,4613.28
476,241,23,2,1496.12,2992.24
477,242,9,2,3025.52,6051.04
478,243,41,3,654.09,1962.27
479,244,46,5,3329.49,16647.45
480,244,59,5,273.88,1369.4
481,245,36,1,4051.57,4051.57
482,245,68,1,4020.88,4020.88
483,245,27,2,1038.39,2076.78
484,245,19,2,2188.13,4376.26
485,246,29,2,2982.45,5964.9
486,246,31,5,3057.35,15286.75
487,246,48,4,2624.34,10497.36
488,247,21,3,3078.67,9236.01
489,247,78,5,416.52,2082.6
490,248,54,2,4479.4,8958.8
491,249,93,5,3815.89,19079.45
492,249,28,5,2595.46,12977.3
493,249,54,2,4479.4,8958.8
494,249,77,5,3867.79,19338.95
495,250,46,2,3329.49,6658.98
496,251,2,1,4756.04,4756.04
497,252,38,3,533.48,1600.44
498,252,98,2,2166.33,4332.66
499,253,58,5,1020.12,5100.6
500,253,26,4,3936.62,15746.48
501,253,4,2,3013.36,6026.72
502,254,42,4,2501.13,10004.52
503,254,20,5,1491.58,7457.9
504,255,33,5,372.01,1860.05
505,256,11,5,151.89,759.45
506,257,86,5,1659.66,8298.3
507,258,16,3,957.85,2873.55
508,259,60,5,1660.39,8301.95
509,259,87,4,3661.55,14646.2
510,260,23,4,1496.12,5984.48
511,260,73,4,77.33,309.32
512,261,14,4,1101.08,4404.32
513,262,26,5,3936.62,19683.1
514,262,91,1,641.99,641.99
515,263,27,2,1038.39,2076.78
516,264,82,2,3135.33,6270.66
517,265,7,3,337.51,1012.53
518,266,82,4,3135.33,12541.32
519,267,44,3,4551.14,13653.42
520,267,9,3,3025.52,9076.56
521,268,47,2,1592.97,3185.94
522,268,31,1,3057.35,3057.35
523,269,8,5,4337.57,21687.85
524,270,30,5,279.93,1399.65
525,271,1,5,1903.97,9519.85
526,272,17,4,1556.0,6224.0
527,272,8,4,4337.57,17350.28
528,273,29,4,2982.45,11929.8
529,274,47,4,1592.97,6371.88
530,275,90,4,2387.46,9549.84
531,276,83,4,1687.95,6751.8
532,277,33,1,372.01,372.01
533,278,95,1,3866.29,3866.29
534,279,98,5,2166.33,10831.65
535,280,14,1,1101.08,1101.08
536,280,86,3,1659.66,4978.98
537,281,75,1,3548.94,3548.94
538,281,44,1,4551.14,4551.14
539,281,72,1,1033.64,1033.64
540,281,53,3,4700.52,14101.56
541,282,98,2,2166.33,4332.66
542,283,89,3,4441.7,13325.1
543,284,61,3,1973.95,5921.85
544,285,68,5,4020.88,20104.4
545,286,14,5,1101.08,5505.4
546,286,16,3,957.85,2873.55
547,286,1,1,1903.97,1903.97
548,286,36,3,4051.57,12154.71
549,286,40,3,2228.75,6686.25
550,287,10,4,3554.96,14219.84
551,287,5,4,822.29,3289.16
552,287,13,5,4170.59,20852.95
553,288,25,1,2307.55,2307.55
554,288,42,4,2501.13,10004.52
555,288,76,5,3658.59,18292.95
556,289,66,2,2736.35,5472.7
557,289,7,4,337.51,1350.04
558,289,64,2,1815.93,3631.86
559,289,22,2,740.49,1480.98
560,289,56,2,4613.28,9226.56
561,290,92,5,3580.56,17902.8
562,291,64,5,1815.93,9079.65
563,291,1,4,1903.97,7615.88
564,292,3,4,3673.37,14693.48
565,292,44,3,4551.14,13653.42
566,293,40,3,2228.75,6686.25
567,293,21,2,3078.67,6157.34
568,293,80,4,623.55,2494.2
569,294,9,4,3025.52,12102.08
570,294,77,2,3867.79,7735.58
571,294,70,4,4935.09,19740.36
572,295,3,5,3673.37,18366.85
573,296,25,2,2307.55,4615.1
574,297,66,2,2736.35,5472.7
575,297,91,3,641.99,1925.97
576,298,55,1,3009.6,3009.6
577,298,31,4,3057.35,12229.4
578,298,34,3,4746.98,14240.94
579,298,62,3,1393.18,4179.54
580,299,52,4,3886.91,15547.64
581,300,93,4,3815.89,15263.56
582,300,25,5,2307.55,11537.75
583,301,44,5,4551.14,22755.7
584,302,18,1,2647.54,2647.54
585,303,80,2,623.55,1247.1
586,303,76,3,3658.59,10975.77
587,303,74,5,4086.53,20432.65
588,303,7,5,337.51,1687.55
589,304,72,5,1033.64,5168.2
590,304,62,4,1393.18,5572.72
591,304,100,4,584.06,2336.24
592,304,20,2,1491.58,2983.16
593,305,20,1,1491.58,1491.58
594,305,50,5,965.03,4825.15
595,305,49,4,2756.22,11024.88
596,305,65,2,1440.63,2881.26
597,306,95,3,3866.29,11598.87
598,307,57,4,488.04,1952.16
599,307,51,3,4849.44,14548.32
600,308,18,1,2647.54,2647.54
601,309,25,2,2307.55,4615.1
602,309,31,1,3057.35,3057.35
603,310,99,5,175.82,879.1
604,310,54,4,4479.4,17917.6
605,310,72,1,1033.64,1033.64
606,311,90,1,2387.46,2387.46
607,312,75,4,3548.94,14195.76
608,312,63,3,4152.25,12456.75
609,312,46,2,3329.49,6658.98
610,312,42,2,2501.13,5002.26
611,313,43,5,220.22,1101.1
612,314,97,1,2637.53,2637.53
613,315,7,1,337.51,337.51
614,316,4,4,3013.36,12053.44
615,317,74,1,4086.53,4086.53
616,318,79,4,1824.41,7297.64
617,319,22,1,740.49,740.49
618,320,55,2,3009.6,6019.2
619,321,51,2,4849.44,9698.88
620,322,53,4,4700.52,18802.08
621,323,4,5,3013.36,15066.8
622,324,3,5,3673.37,18366.85
623,324,96,2,2494.29,4988.58
624,324,33,5,372.01,1860.05
625,324,71,4,3872.61,15490.44
626,325,59,1,273.88,273.88
627,326,13,4,4170.59,16682.36
628,326,88,1,3205.91,3205.91
629,326,66,4,2736.35,10945.4
630,326,49,5,2756.22,13781.1
631,326,50,2,965.03,1930.06
632,327,93,5,3815.89,19079.45
633,327,17,4,1556.0,6224.0
634,328,35,5,4829.88,24149.4
635,329,20,1,1491.58,1491.58
636,330,46,4,3329.49,13317.96
637,331,93,3,3815.89,11447.67
638,332,54,2,4479.4,8958.8
639,333,18,2,2647.54,5295.08
640,334,24,4,1863.49,7453.96
641,334,40,4,2228.75,8915.0
642,334,75,4,3548.94,14195.76
643,334,66,2,2736.35,5472.7
644,335,50,1,965.03,965.03
645,335,82,4,3135.33,12541.32
646,336,83,1,1687.95,1687.95
647,336,67,2,747.57,1495.14
648,337,89,2,4441.7,8883.4
649,337,82,3,3135.33,9405.99
650,337,14,5,1101.08,5505.4
651,337,70,3,4935.09,14805.27
652,338,81,1,4322.36,4322.36
653,338,66,2,2736.35,5472.7
654,339,32,4,894.09,3576.36
655,339,43,5,220.22,1101.1
656,339,86,1,1659.66,1659.66
657,339,87,3,3661.55,10984.65
658,340,18,1,2647.54,2647.54
659,341,30,3,279.93,839.79
660,341,45,4,1330.96,5323.84
661,342,1,3,1903.97,5711.91
662,343,20,1,1491.58,1491.58
663,344,79,1,1824.41,1824.41
664,345,46,4,3329.49,13317.96
665,345,35,4,4829.88,19319.52
666,346,59,4,273.88,1095.52
667,347,93,4,3815.89,15263.56
668,347,34,1,4746.98,4746.98
669,347,39,1,3436.95,3436.95
670,348,87,2,3661.55,7323.1
671,349,9,4,3025.52,12102.08
672,350,28,1,2595.46,2595.46
673,351,86,2,1659.66,3319.32
674,352,2,4,4756.04,19024.16
675,352,95,2,3866.29,7732.58
676,353,41,3,654.09,1962.27
677,354,94,2,2828.32,5656.64
678,354,63,1,4152.25,4152.25
679,354,69,5,419.03,2095.15
680,355,63,3,4152.25,12456.75
681,356,33,4,372.01,1488.04
682,357,97,1,2637.53,2637.53
683,358,87,2,3661.55,7323.1
684,358,8,4,4337.57,17350.28
685,359,85,2,1589.36,3178.72
686,360,57,5,488.04,2440.2
687,360,16,2,957.85,1915.7
688,361,17,1,1556.0,1556.0
689,362,4,5,3013.36,15066.8
690,362,48,1,2624.34,2624.34
691,362,89,4,4441.7,17766.8
692,363,74,4,4086.53,16346.12
693,363,23,1,1496.12,1496.12
694,364,73,1,77.33,77.33
695,364,45,4,1330.96,5323.84
696,365,78,2,416.52,833.04
697,365,56,3,4613.28,13839.84
698,365,90,2,2387.46,4774.92
699,366,9,1,3025.52,3025.52
700,367,70,1,4935.09,4935.09
701,368,54,2,4479.4,8958.8
702,369,24,1,1863.49,1863.49
703,369,29,2,2982.45,5964.9
704,370,59,1,273.88,273.88
705,370,77,2,3867.79,7735.58
706,370,9,2,3025.52,6051.04
707,370,4,1,3013.36,3013.36
708,370,70,4,4935.09,19740.36
709,371,8,3,4337.57,13012.71
710,371,3,3,3673.37,11020.11
711,372,73,2,77.33,154.66
712,372,89,5,4441.7,22208.5
713,373,80,5,623.55,3117.75
714,374,68,4,4020.88,16083.52
715,375,77,2,3867.79,7735.58
716,376,61,3,1973.95,5921.85
717,377,33,4,372.01,1488.04
718,378,90,1,2387.46,2387.46
719,378,23,4,1496.12,5984.48
720,379,34,2,4746.98,9493.96
721,380,81,3,4322.36,12967.08
722,381,37,3,1557.84,4673.52
723,381,92,1,3580.56,3580.56
724,382,67,2,747.57,1495.14
725,383,21,5,3078.67,15393.35
726,384,94,1,2828.32,2828.32
727,385,78,5,416.52,2082.6
728,385,31,2,3057.35,6114.7
729,386,37,1,1557.84,1557.84
730,387,55,4,3009.6,12038.4
731,387,69,2,419.03,838.06
732,388,49,3,2756.22,8268.66
733,389,51,4,4849.44,19397.76
734,389,5,1,822.29,822.29
735,389,43,3,220.22,660.66
736,389,54,1,4479.4,4479.4
737,389,100,5,584.06,2920.3
738,390,41,4,654.09,2616.36
739,390,58,4,1020.12,4080.48
740,390,30,5,279.93,1399.65
741,390,47,2,1592.97,3185.94
742,391,11,1,151.89,151.89
743,391,20,2,1491.58,2983.16
744,392,4,1,3013.36,3013.36
745,393,49,4,2756.22,11024.88
746,394,83,5,1687.95,8439.75
747,394,31,1,3057.35,3057.35
748,394,30,1,279.93,279.93
749,395,50,4,965.03,3860.12
750,396,64,2,1815.93,3631.86
751,397,100,1,584.06,584.06
752,398,32,5,894.09,4470.45
753,399,3,4,3673.37,14693.48
754,399,59,3,273.88,821.64
755,399,95,2,3866.29,7732.58
756,399,22,3,740.49,2221.47
757,399,91,3,641.99,1925.97
758,400,94,1,2828.32,2828.32
759,400,50,5,965.03,4825.15
760,401,94,4,2828.32,11313.28
761,401,57,3,488.04,1464.12
762,401,16,1,957.85,957.85
763,402,49,3,2756.22,8268.66
764,403,73,2,77.33,154.66
765,404,81,2,4322.36,8644.72
766,404,44,2,4551.14,9102.28
767,405,98,4,2166.33,8665.32
768,405,10,5,3554.96,17774.8
769,406,10,4,3554.96,14219.84
770,407,22,1,740.49,740.49
771,407,28,4,2595.46,10381.84
772,408,84,2,364.61,729.22
773,409,61,2,1973.95,3947.9
774,410,8,2,4337.57,8675.14
775,410,86,1,1659.66,1659.66
776,410,93,2,3815.89,7631.78
777,410,49,5,2756.22,13781.1
778,411,6,2,822.17,1644.34
779,411,89,2,4441.7,8883.4
780,412,48,4,2624.34,10497.36
781,412,41,4,654.09,2616.36
782,413,56,2,4613.28,9226.56
783,414,37,2,1557.84,3115.68
784,415,59,3,273.88,821.64
785,415,33,3,372.01,1116.03
786,416,51,2,4849.44,9698.88
787,416,32,3,894.09,2682.27
788,417,52,4,3886.91,15547.64
